id;aya;sura;transcript;created_at;updated_at
505;11;4;"yụ ṣī ku mull llā hu fī au lā di kum liż ża ka ri miṡ lu ḥaẓ ẓil un ṡa yaīn , fa ing kun na ni sā `an fau qaṡ na tai ni fa la hun na ṡu lu ṡā mā ta rak , wa ing kā nat wā ḥi da tan fa la han niṣf , wa li `a ba wai hi li kul li wā ḥi dim min hu mas su du su mim mā ta ra ka ing kā na la hụ wa lad , fa il lam ya kul la hụ wa la duw wa wa ri ṡa hū a ba wā hu fa li `um mi hiṡ ṡu luṡ , fa ing kā na la hū ikh wa tun fa li `um mi his su du su mim ba' di wa ṣiy ya tiy yụ ṣī bi hā au daīn , ā bā `u kum wa ab nā `u kum , lā tad rụ na ay yu hum aq ra bu la kum naf 'ā , fa rī ḍa tam mi nall llāh , in nall llā ha kā na 'a lī man ḥa kī mā";;
506;12;4;"wa la kum niṣ fu mā ta ra ka az wā ju kum il lam ya kul la hun na wa lad , fa ing kā na la hun na wa la dun fa la ku mur ru bu 'u mim mā ta rak na mim ba' di wa ṣiy ya tiy yụ ṣī na bi hā au daīn , wa la hun nar ru bu 'u mim mā ta rak tum il lam ya kul la kum wa lad , fa ing kā na la kum wa la dun fa la hun naṡ ṡu mu nu mim mā ta rak tum mim ba' di wa ṣiy ya tin tụ ṣụ na bi hā au daīn , wa ing kā na ra ju luy yụ ra ṡu ka lā la tan a wim ra `a tuw wa la hū a khun au ukh tun fa li kul li wā ḥi dim min hu mas su dus , fa ing kā nū ak ṡa ra min żā li ka fa hum syu ra kā `u fiṡ ṡu lu ṡi mim ba' di wa ṣiy ya tiy yụ ṣā bi hā au dai nin gai ra mu ḍārr , wa ṣiy ya tam mi nall llāh , wall llā hu 'a lī mun ḥa līm";;
507;13;4;"til ka ḥu dụ dull llāh , wa may yu ṭi 'il lā ha wa ra sụ la hụ yud khil hu jan nā tin taj rī min taḥ ti hal an hā ru khā li dī na fī hā , wa żā li kal fau zul 'a ẓīm";;
508;14;4;wa may ya' ṣil lā ha wa ra sụ la hụ wa ya ta 'ad da ḥu dụ da hụ yud khil hu nā ran khā li dan fī hā wa la hụ 'a żā bum mu ḥīn;;
509;15;4;"wal lā tī ya` tī nal fā ḥi sya ta min ni sā `i kum fas tasy hi dụ 'a lai hin na ar ba 'a tam ming kum , fa in sya hi dụ fa am si kụ hun na fil bu yụ ti ḥat tā ya ta waf fā hun nal mau tu au yaj 'a lall llā hu la hun na sa bī lā";;2020-07-22 14:57:06
510;16;4;"wal la żā ni ya` ti yā ni hā ming kum fa ā żụ hu mā , fa in tā bā wa aṣ la ḥā fa a' ri ḍụ 'an hu mā , in nall llā ha kā na taw wā bar ra ḥī mā";;
511;17;4;"in na mat tau ba tu 'a lall llā hi lil la żī na ya' ma lụ nas sū `a bi ja hā la tin ṡum ma ya tụ bụ na ming qa rī bin fa u lā `i ka ya tụ bull llā hu 'a lai him , wa kā nall llā hu 'a lī man ḥa kī mā";;
512;18;4;"wa lai sa tit tau ba tu lil la żī na ya' ma lụ nas say yi `āt , ḥat tā i żā ḥa ḍa ra a ḥa da hu mul mau tu qā la in nī tub tul ā na wa lal la żī na ya mụ tụ na wa hum kuf fār , u lā `i ka a' tad nā la hum 'a żā ban a lī mā";;
513;19;4;"yā ay yu hal la żī na ā ma nụ lā ya ḥil lu la kum an ta ri ṡun ni sā `a kar hā , wa lā ta' ḍu lụ hun na li taż ha bụ bi ba' ḍi mā ā tai tu mụ hun na il lā ay ya` tī na bi fā ḥi sya tim mu bay yi nah , wa 'ā syi rụ hun na bil ma' rụf , fa ing ka rih tu mụ hun na fa 'a sā an tak ra hụ syai `aw wa yaj 'a lall llā hu fī hi khai rang ka ṡī rā";;
514;20;4;"wa in a rat tu mus tib dā la zau jim ma kā na zau jiw wa ā tai tum iḥ dā hun na qin ṭā ran fa lā ta` khu żụ min hu syai `ā , a ta` khu żụ na hụ buh tā naw wa iṡ mam mu bī nā";;
515;21;4;wa kai fa ta` khu żụ na hụ wa qad af ḍā ba' ḍu kum i lā ba' ḍiw wa a khaż na ming kum mī ṡā qan ga lī ẓā;;
516;22;4;"wa lā tang ki ḥụ mā na ka ḥa ā bā `u kum mi nan ni sā `i il lā mā qad sa laf , in na hụ kā na fā ḥi sya taw wa maq tā , wa sā `a sa bī lā";;
517;23;4;"ḥur ri mat 'a lai kum um ma hā tu kum wa ba na tu kum wa a kha wā tu kum wa 'am mā tu kum wa khā lā tu kum wa ba na tul a khi wa ba na tul ukh ti wa um ma hā tu ku mull llā tī ar ḍa' na kum wa a kha wā tu kum mi nar ra ḍā 'a ti wa um ma hā tu ni sā `i kum wa ra ba `i bu ku mull llā tī fī ḥu jụ ri kum min ni sā `i ku mull llā tī da khal tum bi hin na fa il lam ta kụ nụ da khal tum bi hin na fa lā ju nā ḥa 'a lai kum wa ḥa lā `i lu ab nā `i ku mul la żī na min aṣ lā bi kum wa an taj ma 'ụ bai nal ukh tai ni il lā mā qad sa laf , in nall llā ha kā na ga fụ rar ra ḥī mā";;
518;24;4;"wal muḥ ṣa nā tu mi nan ni sā `i il lā mā ma la kat ai mā nu kum , ki tā ball llā hi 'a lai kum , wa u ḥil la la kum mā wa rā `a żā li kum an tab ta gụ bi `am wā li kum muḥ ṣi nī na gai ra mu sā fi ḥīn , fa mas tam ta' tum bi hī min hun na fa ā tụ hun na u jụ ra hun na fa rī ḍah , wa lā ju nā ḥa 'a lai kum fī mā ta rā ḍai tum bi hī mim ba' dil fa rī ḍah , in nall llā ha kā na 'a lī man ḥa kī mā";;
519;25;4;"wa mal lam yas ta ṭi' ming kum ṭau lan ay yang ki ḥal muḥ ṣa nā til mu` mi nā ti fa mim mā ma la kat ai mā nu kum min fa ta yā ti ku mul mu` mi nāt , wall llā hu a' la mu bi `ī mā ni kum , ba' ḍu kum mim ba'ḍ , fang ki ḥụ hun na bi `iż ni ah li hin na wa ā tụ hun na u jụ ra hun na bil ma' rụ fi muḥ ṣa nā tin gai ra mu sā fi ḥā tiw wa lā mut ta khi żā ti akh dān , fa i żā uḥ ṣin na fa in a tai na bi fā ḥi sya tin fa 'a lai hin na niṣ fu mā 'a lal muḥ ṣa nā ti mi nal 'a żāb , żā li ka li man kha syi yal 'a na ta ming kum , wa an taṣ bi rụ khai rul la kum , wall llā hu ga fụ rur ra ḥīm";;
520;26;4;"yu rī dull llā hu li yu bay yi na la kum wa yah di ya kum su na nal la żī na ming qab li kum wa ya tụ ba 'a lai kum , wall llā hu 'a lī mun ḥa kīm";;
521;27;4;"wall llā hu yu rī du ay ya tụ ba 'a lai kum , wa yu rī dul la żī na yat ta bi 'ụ nasy sya ha wā ti an ta mī lụ mai lan 'a ẓī mā";;
522;28;4;"yu rī dull llā hu ay yu khaf fi fa 'ang kum , wa khu li qal in sā nu ḍa 'ī fā";;
523;29;4;"yā ay yu hal la żī na ā ma nụ lā ta` ku lū am wā la kum bai na kum bil bā ṭi li il lā an ta kụ na ti jā ra tan 'an ta rā ḍim ming kum , wa lā taq tu lū an fu sa kum , in nall llā ha kā na bi kum ra ḥī mā";;
524;30;4;"wa may yaf 'al żā li ka 'ud wā naw wa ẓul man fa sau fa nuṣ lī hi nā rā , wa kā na żā li ka 'a lall llā hi ya sī rā";;
525;31;4;in taj ta ni bụ ka bā `i ra mā tun hau na 'an hu nu kaf fir 'ang kum say yi `ā ti kum wa nud khil kum mud kha lang ka rī mā;;
526;32;4;"wa lā ta ta man nau mā faḍ ḍa lall llā hu bi hī ba' ḍa kum 'a lā ba'ḍ , lir ri jā li na ṣī bum mim mak ta sa bụ , wa lin ni sā `i na ṣī bum mim mak ta sabn , was `a lull llā ha min faḍ lih , in nall llā ha kā na bi kul li syai `in 'a lī mā";;
527;33;4;"wa li kul lin ja 'al nā ma wā li ya mim mā ta ra kal wā li dā ni wal aq ra bụn , wal la żī na 'a qa dat ai mā nu kum fa ā tụ hum na ṣī ba hum , in nall llā ha kā na 'a lā kul li syai `in sya hī dā";;
528;34;4;"ar ri jā lu qaw wā mụ na 'a lan ni sā `i bi mā faḍ ḍa lall llā hu ba' ḍa hum 'a lā ba' ḍiw wa bi mā an fa qụ min am wā li him , faṣ ṣā li ḥā tu qā ni tā tun ḥā fi ẓā tul lil gai bi bi mā ḥa fi ẓall llāh , wal lā tī ta khā fụ na nu syụ za hun na fa 'i ẓụ hun na wah ju rụ hun na fil ma ḍā ji 'i waḍ ri bụ hunn , fa in a ṭa' na kum fa lā tab gụ 'a lai hin na sa bī lā , in nall llā ha kā na 'a liy yang ka bī rā";;2020-07-22 14:57:06
529;35;4;"wa in khif tum syi qā qa bai ni hi mā fab 'a ṡụ ḥa ka mam min ah li hī wa ḥa ka mam min ah li hā , iy yu rī dā iṣ lā ḥay yu waf fi qil lā hu bai na hu mā , in nall llā ha kā na 'a lī man kha bī rā";;
530;36;4;"wa' bu dull llā ha wa lā tusy ri kụ bi hī syai `aw wa bil wā li dai ni iḥ sā naw wa bi żil qur bā wal ya tā mā wal ma sā kī ni wal jā ri żil qur bā wal jā ril ju nu bi waṣ ṣā ḥi bi bil jam bi wab nis sa bī li wa mā ma la kat ai mā nu kum , in nall llā ha lā yu ḥib bu mang kā na mukh tā lan fa khụ rā";;
531;37;4;"al la żī na yab kha lụ na wa ya` mu rụ nan nā sa bil bukh li wa yak tu mụ na mā ā tā hu mull llā hu min faḍ lih , wa a' tad nā lil kā fi rī na 'a żā bam mu hī nā";;
532;38;4;"wal la żī na yun fi qụ na am wā la hum ri `ā `an nā si wa lā yu` mi nụ na bil lā hi wa lā bil yau mil ā khir , wa may ya ku nisy syai ṭā nu la hụ qa rī nan fa sā `a qa rī nā";;
533;39;4;"wa mā żā 'a lai him lau ā ma nụ bil lā hi wal yau mil ā khi ri wa an fa qụ mim mā ra za qa hu mull llāh , wa kā nall llā hu bi him 'a lī mā";;
534;40;4;"in nall llā ha lā yaẓ li mu miṡ qā la żar rah , wa in ta ku ḥa sa na tay yu ḍā 'if hā wa yu` ti mil la dun hu aj ran 'a ẓī mā";;
535;41;4;fa kai fa i żā ji` nā ming kul li um ma tim bi sya hī diw wa ji` nā bi ka 'a lā hā `u lā `i sya hī dā;;
536;42;4;"yau ma `i żiy ya wad dul la żī na ka fa rụ wa 'a ṣa wur ra sụ la lau tu saw wā bi hi mul arḍ , wa lā yak tu mụ nall llā ha ḥa dī ṡā";;
537;43;4;"yā ay yu hal la żī na ā ma nụ lā taq ra buṣ ṣa lā ta wa an tum su kā rā ḥat tā ta' la mụ mā ta qụ lụ na wa lā ju nu ban il lā 'ā bi rī sa bī lin ḥat tā tag ta si lụ , wa ing kun tum mar ḍā au 'a lā sa fa rin au jā `a a ḥa dum ming kum mi nal gā `i ṭi au lā mas tu mun ni sā `a fa lam ta ji dụ mā `an fa ta yam ma mụ ṣa 'ī dan ṭay yi ban fam sa ḥụ bi wu jụ hi kum wa ai dī kum , in nall llā ha kā na 'a fuw wan ga fụ rā";;
538;44;4;a lam ta ra i lal la żī na ụ tụ na ṣī bam mi nal ki tā bi yasy ta rụ naḍ ḍa lā la ta wa yu rī dụ na an ta ḍil lus sa bīl;;
539;45;4;"wall llā hu a' la mu bi `a' dā `i kum , wa ka fā bil lā hi wa liy yaw wa ka fā bil lā hi na ṣī rā";;
540;46;4;"mi nal la żī na hā dụ yu ḥar ri fụ nal ka li ma 'am ma wā ḍi 'i hī wa ya qụ lụ na sa mi' nā wa 'a ṣai nā was ma' gai ra mus ma 'iw wa rā 'i nā lay yam bi `al si na ti him wa ṭa' nan fid dīn , wa lau an na hum qā lụ sa mi' nā wa a ṭa' nā was ma' wan ẓur nā la kā na khai ral la hum wa aq wa ma wa lā kil la 'a na hu mull llā hu bi kuf ri him fa lā yu` mi nụ na il lā qa lī lā";;
541;47;4;"yā ay yu hal la żī na ụ tul ki tā ba ā mi nụ bi mā naz zal nā mu ṣad di qal li mā ma 'a kum ming qab li an naṭ mi sa wu jụ han fa na rud da hā 'a lā ad bā ri hā au nal 'a na hum ka mā la 'an nā aṣ ḥā bas sabt , wa kā na am rull llā hi maf 'ụ lā";;
542;48;4;"in nall llā ha lā yag fi ru ay yusy ra ka bi hī wa yag fi ru mā dụ na żā li ka li may ya syā` , wa may yusy rik bil lā hi fa qa dif ta rā iṡ man 'a ẓī mā";;
543;49;4;"a lam ta ra i lal la żī na yu zak kụ na an fu sa hum , ba lil lā hu yu zak kī may ya syā `u wa lā yuẓ la mụ na fa tī lā";;
544;50;4;"un ẓur kai fa yaf ta rụ na 'a lall llā hil ka żib , wa ka fā bi hī iṡ mam mu bī nā";;
545;51;4;a lam ta ra i lal la żī na ụ tụ na ṣī bam mi nal ki tā bi yu` mi nụ na bil jib ti waṭ ṭā gụ ti wa ya qụ lụ na lil la żī na ka fa rụ hā `u lā `i ah dā mi nal la żī na ā ma nụ sa bī lā;;
546;52;4;"u lā `i kal la żī na la 'a na hu mull llāh , wa may yal 'a nil lā hu fa lan ta ji da la hụ na ṣī rā";;
547;53;4;am la hum na ṣī bum mi nal mul ki fa i żal lā yu` tụ nan nā sa na qī rā;;
548;54;4;"am yaḥ su dụ nan nā sa 'a lā mā ā tā hu mull llā hu min faḍ lih , fa qad ā tai nā ā la ib rā hī mal ki tā ba wal ḥik ma ta wa ā tai nā hum mul kan 'a ẓī mā";;
549;55;4;"fa min hum man ā ma na bi hī wa min hum man ṣad da 'an h , wa ka fā bi ja han na ma sa 'ī rā";;
550;56;4;"in nal la żī na ka fa rụ bi `ā yā ti nā sau fa nuṣ lī him nā rā , kul la mā na ḍi jat ju lụ du hum bad dal nā hum ju lụ dan gai ra hā li ya żụ qul 'a żāb , in nall llā ha kā na 'a zī zan ḥa kī mā";;
551;57;4;"wal la żī na ā ma nụ wa 'a mi luṣ ṣā li ḥā ti sa nud khi lu hum jan nā tin taj rī min taḥ ti hal an hā ru khā li dī na fī hā a ba dā , la hum fī hā az wā jum mu ṭah ha ra tuw wa nud khi lu hum ẓil lan ẓa lī lā";;
552;58;4;"in nall llā ha ya` mu ru kum an tu `ad dul a mā nā ti i lā ah li hā wa i żā ḥa kam tum bai nan nā si an taḥ ku mụ bil 'adl , in nall llā ha ni 'im mā ya 'i ẓu kum bih , in nall llā ha kā na sa mī 'am ba ṣī rā";;
553;59;4;"yā ay yu hal la żī na ā ma nū a ṭī 'ull llā ha wa a ṭī 'ur ra sụ la wa u lil am ri ming kum , fa in ta nā za' tum fī syai `in fa rud dụ hu i lall llā hi war ra sụ li ing kun tum tu` mi nụ na bil lā hi wal yau mil ā khir , żā li ka khai ruw wa aḥ sa nu ta` wī lā";;
554;60;4;"a lam ta ra i lal la żī na yaz 'u mụ na an na hum ā ma nụ bi mā un zi la i lai ka wa mā un zi la ming qab li ka yu rī dụ na ay ya ta ḥā ka mū i laṭ ṭā gụ ti wa qad u mi rū ay yak fu rụ bih , wa yu rī dusy syai ṭā nu ay yu ḍil la hum ḍa lā lam ba 'ī dā";;
555;61;4;wa i żā qī la la hum ta 'ā lau i lā mā an za lall llā hu wa i lar ra sụ li ra `ai tal mu nā fi qī na ya ṣud dụ na 'ang ka ṣu dụ dā;;
556;62;4;fa kai fa i żā a ṣā bat hum mu ṣī ba tum bi mā qad da mat ai dī him ṡum ma jā `ụ ka yaḥ li fụ na bil lā hi in a rad nā il lā iḥ sā naw wa tau fī qā;;
557;63;4;u lā `i kal la żī na ya' la mull llā hu mā fī qu lụ bi him fa a' riḍ 'an hum wa 'iẓ hum wa qul la hum fī an fu si him qau lam ba lī gā;;
558;64;4;"wa mā ar sal nā mir ra sụ lin il lā li yu ṭā 'a bi `iż nil lāh , wa lau an na hum iż ẓa la mū an fu sa hum jā `ụ ka fas tag fa rull llā ha was tag fa ra la hu mur ra sụ lu la wa ja dull llā ha taw wā bar ra ḥī mā";;
559;65;4;fa lā wa rab bi ka lā yu` mi nụ na ḥat tā yu ḥak ki mụ ka fī mā sya ja ra bai na hum ṡum ma lā ya ji dụ fī an fu si him ḥa ra jam mim mā qa ḍai ta wa yu sal li mụ tas lī mā;;
560;66;4;"wa lau an nā ka tab nā 'a lai him a niq tu lū an fu sa kum a wikh ru jụ min di yā ri kum mā fa 'a lụ hu il lā qa lī lum min hum , wa lau an na hum fa 'a lụ mā yụ 'a ẓụ na bi hī la kā na khai ral la hum wa a syad da taṡ bī tā";;
561;67;4;wa i żal la `ā tai nā hum mil la dun nā aj ran 'a ẓī mā;;
562;68;4;wa la ha dai nā hum ṣi rā ṭam mus ta qī mā;;
563;69;4;"wa may yu ṭi 'il lā ha war ra sụ la fa u lā `i ka ma 'al la żī na an 'a mall llā hu 'a lai him mi nan na biy yī na waṣ ṣid dī qī na wasy syu ha dā `i waṣ ṣā li ḥīn , wa ḥa su na u lā `i ka ra fī qā";;
564;70;4;"żā li kal faḍ lu mi nall llāh , wa ka fā bil lā hi 'a lī mā";;
565;71;4;yā ay yu hal la żī na ā ma nụ khu żụ ḥiż ra kum fan fi rụ ṡu bā tin a win fi rụ ja mī 'ā;;
566;72;4;"wa in na ming kum la mal la yu baṭ ṭi `ann , fa in a ṣā bat kum mu ṣī ba tung qā la qad an 'a mall llā hu 'a lay ya iż lam a kum ma 'a hum sya hī dā";;
567;73;4;wa la `in a ṣā ba kum faḍ lum mi nall llā hi la ya qụ lan na ka `al lam ta kum bai na kum wa bai na hụ ma wad da tuy yā lai ta nī kun tu ma 'a hum fa a fụ za fau zan 'a ẓī mā;;
568;74;4;"fal yu qā til fī sa bī lil lā hil la żī na yasy rụ nal ḥa yā tad dun yā bil ā khi rah , wa may yu qā til fī sa bī lil lā hi fa yuq tal au yag lib fa sau fa nu` tī hi aj ran 'a ẓī mā";;
569;75;4;"wa mā la kum lā tu qā ti lụ na fī sa bī lil lā hi wal mus taḍ 'a fī na mi nar ri jā li wan ni sā `i wal wil dā nil la żī na ya qụ lụ na rab ba nā akh rij nā min hā żi hil qar ya tiẓ ẓā li mi ah lu hā , waj 'al la nā mil la dung ka wa liy yā , waj 'al la nā mil la dung ka na ṣī rā";;
570;76;4;"al la żī na ā ma nụ yu qā ti lụ na fī sa bī lil lāh , wal la żī na ka fa rụ yu qā ti lụ na fī sa bī liṭ ṭā gụ ti fa qā ti lū au li yā `asy syai ṭān , in na kai dasy syai ṭā ni kā na ḍa 'ī fā";;
571;77;4;"a lam ta ra i lal la żī na qī la la hum kuf fū ai di ya kum wa a qī muṣ ṣa lā ta wa ā tuz za kāh , fa lam mā ku ti ba 'a lai hi mul qi tā lu i żā fa rī qum min hum yakh syau nan nā sa ka khasy ya til lā hi au a syad da khasy yah , wa qā lụ rab ba nā li ma ka tab ta 'a lai nal qi tāl , lau lā akh khar ta nā i lā a ja ling qa rīb , qul ma tā 'ud dun yā qa līl , wal ā khi ra tu khai rul li ma nit ta qā , wa lā tuẓ la mụ na fa tī lā";;
572;78;4;"ai na mā ta kụ nụ yud rik ku mul mau tu wa lau kun tum fī bu rụ jim mu syay ya dah , wa in tu ṣib hum ḥa sa na tuy ya qụ lụ hā żi hī min 'in dil lāh , wa in tu ṣib hum say yi `a tuy ya qụ lụ hā żi hī min 'in dik , qul kul lum min 'in dil lāh , fa mā li hā `u lā `il qau mi lā ya kā dụ na yaf qa hụ na ḥa dī ṡā";;
573;79;4;"mā a ṣā ba ka min ḥa sa na tin fa mi nall llā hi wa mā a ṣā ba ka min say yi `a tin fa min naf sik , wa ar sal nā ka lin nā si ra sụ lā , wa ka fā bil lā hi sya hī dā";;
574;80;4;"may yu ṭi 'ir ra sụ la fa qad a ṭā 'all llāh , wa man ta wal lā fa mā ar sal nā ka 'a lai him ḥa fī ẓā";;2020-07-22 14:57:06
575;81;4;"wa ya qụ lụ na ṭā 'a tun fa i żā ba ra zụ min 'in di ka bay ya ta ṭā `i fa tum min hum gai ral la żī ta qụl , wall llā hu yak tu bu mā yu bay yi tụn , fa a' riḍ 'an hum wa ta wak kal 'a lall llāh , wa ka fā bil lā hi wa kī lā";;
576;82;4;"a fa lā ya ta dab ba rụ nal qur `ān , wa lau kā na min 'in di gai ril lā hi la wa ja dụ fī hikh ti lā fang ka ṡī rā";;
577;83;4;"wa i żā jā `a hum am rum mi nal am ni a wil khau fi a żā 'ụ bih , wa lau rad dụ hu i lar ra sụ li wa i lā u lil am ri min hum la 'a li ma hul la żī na yas tam bi ṭụ na hụ min hum , wa lau lā faḍ lull llā hi 'a lai kum wa raḥ ma tu hụ lat ta ba' tu musy syai ṭā na il lā qa lī lā";;
578;84;4;"fa qā til fī sa bī lil lāh , lā tu kal la fu il lā naf sa ka wa ḥar ri ḍil mu` mi nīn , 'a sall llā hu ay ya kuf fa ba` sal la żī na ka fa rụ , wall llā hu a syad du ba` saw wa a syad du tang kī lā";;
579;85;4;"may yasy fa' sya fā 'a tan ḥa sa na tay ya kul la hụ na ṣī bum min hā , wa may yasy fa' sya fā 'a tan say yi `a tay ya kul la hụ kif lum min hā , wa kā nall llā hu 'a lā kul li syai `im mu qī tā";;
580;86;4;"wa i żā ḥuy yī tum bi ta ḥiy ya tin fa ḥay yụ bi `aḥ sa na min hā au rud dụ hā , in nall llā ha kā na 'a lā kul li syai `in ḥa sī bā";;
581;87;4;"all llā hu lā i lā ha il lā huw , la yaj ma 'an na kum i lā yau mil qi yā ma ti lā rai ba fīh , wa man aṣ da qu mi nall llā hi ḥa dī ṡā";;
582;88;4;"fa mā la kum fil mu nā fi qī na fi `a tai ni wall llā hu ar ka sa hum bi mā ka sa bụ , a tu rī dụ na an tah dụ man a ḍal lall llāh , wa may yuḍ li lil lā hu fa lan ta ji da la hụ sa bī lā";;
583;89;4;"wad dụ lau tak fu rụ na ka mā ka fa rụ fa ta kụ nụ na sa wā `an fa lā tat ta khi żụ min hum au li yā `a ḥat tā yu hā ji rụ fī sa bī lil lāh , fa in ta wal lau fa khu żụ hum waq tu lụ hum ḥai ṡu wa jat tu mụ hum wa lā tat ta khi żụ min hum wa liy yaw wa lā na ṣī rā";;
584;90;4;"il lal la żī na ya ṣi lụ na i lā qau mim bai na kum wa bai na hum mī ṡā qun au jā `ụ kum ḥa ṣi rat ṣu dụ ru hum ay yu qā ti lụ kum au yu qā ti lụ qau ma hum , wa lau syā `all llā hu la sal la ṭa hum 'a lai kum fa la qā ta lụ kum , fa i ni' ta za lụ kum fa lam yu qā ti lụ kum wa al qau i lai ku mus sa la ma fa mā ja 'a lall llā hu la kum 'a lai him sa bī lā";;
585;91;4;"sa ta ji dụ na ā kha rī na yu rī dụ na ay ya` ma nụ kum wa ya` ma nụ qau ma hum , kul la mā rud dū i lal fit na ti ur ki sụ fī hā , fa il lam ya' ta zi lụ kum wa yul qū i lai ku mus sa la ma wa ya kuf fū ai di ya hum fa khu żụ hum waq tu lụ hum ḥai ṡu ṡa qif tu mụ hum , wa u lā `i kum ja 'al nā la kum 'a lai him sul ṭā nam mu bī nā";;
586;92;4;"wa mā kā na li mu` mi nin ay yaq tu la mu` mi nan il lā kha ṭa `ā , wa mang qa ta la mu` mi nan kha ṭa `an fa taḥ rī ru ra qa ba tim mu` mi na tiw wa di ya tum mu sal la ma tun i lā ah li hī il lā ay yaṣ ṣad da qụ , fa ing kā na ming qau min 'a duw wil la kum wa hu wa mu` mi nun fa taḥ rī ru ra qa ba tim mu` mi nah , wa ing kā na ming qau mim bai na kum wa bai na hum mī ṡā qun fa di ya tum mu sal la ma tun i lā ah li hī wa taḥ rī ru ra qa ba tim mu` mi nah , fa mal lam ya jid fa ṣi yā mu syah rai ni mu ta tā bi 'ai ni tau ba tam mi nall llāh , wa kā nall llā hu 'a lī man ḥa kī mā";;
